duration_h,RP2y,RP5y,RP10y,RP20y
1,9.223379822428978,12.748988052605647,14.88788007154751,16.883434612309188
3,8.466275053984473,11.217262612017098,12.876547084569179,14.414260201380657
6,6.721134369073289,8.766484918643691,9.91763798764862,10.934483515347026
12,4.730794295228979,4.960496376986723,5.030363786037562,5.057535633663468
24,2.3915407124706523,1.7986373986138338,1.2012054271092643,0.5286670267001359
